"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,   "rms[A_RhoW]"  ,    "rms[A_E]"    ,    "rms[A_nu]"   ,    "Sens_Geo"    ,    "Sens_AoA"    ,    "Sens_Mach"   ,   "Sens_Press"   ,    "Sens_Temp"   
          0,           0,          15,      -3.417615831,      -5.743368517,      -5.929302228,                 0,      -8.817629413,      -3.608341526,                 0,   2.753949773e-08,    -0.03671957646,   4.064903506e-09,                 0
          0,           0,          16,      -3.398800618,      -5.726271295,      -5.941090715,                 0,      -8.802266546,       -3.60904087,                 0,   5.862247655e-08,    -0.03653866994,   8.246458654e-09,                 0
          0,           0,          17,      -3.384793636,      -5.713375261,       -5.95315807,                 0,      -8.787923715,      -3.610351282,                 0,   1.188699154e-07,    -0.03620865323,    1.59276598e-08,                 0
          0,           0,          18,       -3.37487654,      -5.703955993,      -5.962473883,                 0,      -8.775448726,      -3.612279315,                 0,   2.303536674e-07,    -0.03563510061,   2.937690379e-08,                 0
          0,           0,          19,      -3.368192684,      -5.697125575,      -5.966587898,                 0,      -8.765370146,      -3.614815497,                 0,    4.27863468e-07,    -0.03468324186,   5.187685707e-08,                 0
          0,           0,          20,      -3.363770568,      -5.691918015,      -5.964570359,                 0,      -8.757811408,      -3.617939662,                 0,   7.637543565e-07,    -0.03317182671,   8.791548493e-08,                 0
          0,           0,          21,      -3.360565725,      -5.687373392,      -5.957328915,                 0,      -8.752539976,      -3.621624706,                 0,   1.313386619e-06,    -0.03087189632,   1.432774721e-07,                 0
          0,           0,          22,      -3.357544909,      -5.682633585,      -5.947051444,                 0,      -8.749090462,      -3.625839753,                 0,     2.1806789e-06,     -0.0275134506,   2.249624921e-07,                 0
          0,           0,          23,       -3.35381457,      -5.677043998,      -5.936237705,                 0,      -8.746905807,      -3.630552396,                 0,   3.503109993e-06,    -0.02280264439,   3.408598505e-07,                 0
          0,           0,          24,      -3.348761505,      -5.670234306,      -5.926944631,                 0,      -8.745459902,      -3.635729815,                 0,    5.45540605e-06,    -0.01645095911,   4.991309768e-07,                 0
          0,           0,          25,      -3.342148493,       -5.66214476,      -5.920472316,                 0,      -8.744340269,      -3.641338843,                 0,   8.251192629e-06,   -0.008215769923,   7.072936806e-07,                 0
          0,           0,          26,      -3.334116715,      -5.652982709,      -5.917374582,                 0,      -8.743280668,      -3.647345456,                 0,   1.214210857e-05,    0.002050908152,   9.710614077e-07,                 0
          0,           0,          27,       -3.32509057,      -5.643125413,      -5.917613944,                 0,      -8.742145724,      -3.653714008,                 0,   1.741426611e-05,     0.01435148282,   1.293057491e-06,                 0
          0,           0,          28,      -3.315626868,      -5.633006096,      -5.920747232,                 0,      -8.740882956,      -3.660406343,                 0,   2.438244543e-05,     0.02849790141,   1.671584514e-06,                 0
          0,           0,          29,      -3.306265711,      -5.623017912,      -5.926090824,                 0,      -8.739466561,      -3.667380755,                 0,   3.338293526e-05,     0.04408213149,   2.099666459e-06,                 0
          0,           0,          30,       -3.29742248,       -5.61345292,      -5.932845731,                 0,      -8.737856563,      -3.674590839,                 0,   4.476635218e-05,     0.06047065633,   2.564582469e-06,                 0
          0,           0,          31,      -3.289332504,       -5.60447593,      -5.940179713,                 0,       -8.73598678,       -3.68198447,                 0,   5.889197298e-05,     0.07682905292,   3.048068282e-06,                 0
          0,           0,          32,      -3.282041901,      -5.596125092,      -5.947281243,                 0,      -8.733780686,      -3.689503357,                 0,   7.612501379e-05,     0.09217844143,   3.527276296e-06,                 0
          0,           0,          33,      -3.275433355,      -5.588331215,      -5.953416003,                 0,      -8.731182118,      -3.697083709,                 0,   9.683786732e-05,      0.1054802904,   3.976469633e-06,                 0
          0,           0,          34,      -3.269277248,      -5.580950829,      -5.958014566,                 0,      -8.728182558,      -3.704658379,                 0,   0.0001214156193,      0.1157407224,   4.369299644e-06,                 0
          0,           0,          35,      -3.263299399,      -5.573809163,      -5.960788951,                 0,      -8.724830091,      -3.712160519,                 0,   0.0001502653311,      0.1221211949,   4.681404644e-06,                 0
          0,           0,          36,       -3.25725376,      -5.566747296,      -5.961830205,                 0,      -8.721215013,      -3.719528276,                 0,   0.0001838277668,       0.124040191,   4.892993596e-06,                 0
          0,           0,          37,      -3.250984375,      -5.559664243,      -5.961619434,                 0,       -8.71743866,      -3.726709655,                 0,   0.0002225896315,      0.1212509207,   4.991058863e-06,                 0
          0,           0,          38,       -3.24446056,      -5.552543328,      -5.960918564,                 0,      -8.713579665,      -3.733666483,                 0,   0.0002670941077,      0.1138830562,   4.970902924e-06,                 0
          0,           0,          39,        -3.2377764,      -5.545455369,       -5.96057208,                 0,      -8.709672475,      -3.740376448,                 0,   0.0003179475951,      0.1024416984,   4.836758969e-06,                 0
          0,           0,          40,      -3.231117998,      -5.538538553,      -5.961292889,                 0,      -8.705707191,      -3.746832748,                 0,   0.0003758210471,     0.08776315407,   4.601417398e-06,                 0
          0,           0,          41,      -3.224712974,      -5.531962833,       -5.96349923,                 0,      -8.701650508,      -3.753041214,                 0,   0.0004414450674,     0.07093350475,   4.284915229e-06,                 0
          0,           0,          42,      -3.218780506,      -5.525890998,      -5.967236796,                 0,      -8.697478804,      -3.759015636,                 0,   0.0005155988154,     0.05318122879,   3.912477328e-06,                 0
          0,           0,          43,      -3.213496024,      -5.520447736,       -5.97219233,                 0,      -8.693209484,      -3.764772234,                 0,   0.0005990935932,     0.03575839769,   3.511994837e-06,                 0
          0,           0,          44,      -3.208976208,      -5.515703317,       -5.97779071,                 0,      -8.688917776,      -3.770324431,                 0,    0.000692752608,     0.01982576351,   3.111372927e-06,                 0
          0,           0,          45,      -3.205281991,      -5.511672913,      -5.983356028,                 0,      -8.684732531,      -3.775678966,                 0,   0.0007973886999,    0.006355421077,   2.736072881e-06,                 0
          0,           0,          46,      -3.202432379,      -5.508328109,      -5.988298338,                 0,      -8.680813091,      -3.780834006,                 0,   0.0009137817854,   -0.003938844332,   2.407118591e-06,                 0
          0,           0,          47,      -3.200420551,      -5.505614901,      -5.992268665,                 0,      -8.677315405,      -3.785779552,                 0,     0.00104265742,    -0.01063814135,   2.139748611e-06,                 0
          0,           0,          48,      -3.199225181,      -5.503472247,      -5.995226815,                 0,      -8.674357057,      -3.790499948,                 0,    0.001184667344,    -0.01362158428,   1.942790344e-06,                 0
          0,           0,          49,      -3.198812881,       -5.50184654,      -5.997401495,                 0,      -8.671988185,      -3.794977982,                 0,    0.001340372262,    -0.01303992344,   1.818731094e-06,                 0
          0,           0,          50,      -3.199131155,      -5.500699536,      -5.999171426,                 0,      -8.670171158,       -3.79919978,                 0,    0.001510226566,   -0.009266883032,   1.764377219e-06,                 0
          0,           0,          51,      -3.200094186,      -5.500009471,      -6.000925025,                 0,      -8.668768878,      -3.803159602,                 0,    0.001694564353,   -0.002837079686,   1.771937218e-06,                 0
          0,           0,          52,      -3.201565771,      -5.499766891,      -6.002949933,                 0,      -8.667541027,       -3.80686369,                 0,    0.001893585935,    0.005620444485,    1.83034112e-06,                 0
          0,           0,          53,      -3.203344743,      -5.499967547,      -6.005376692,                 0,      -8.666149171,      -3.810332486,                 0,    0.002107344172,     0.01544515538,   1.926614533e-06,                 0
          0,           0,          54,      -3.205158515,      -5.500604813,       -6.00817587,                 0,      -8.664174109,      -3.813600841,                 0,     0.00233573027,     0.02599848853,   2.047154803e-06,                 0
          0,           0,          55,      -3.206669998,      -5.501663488,       -6.01119471,                 0,      -8.661150067,      -3.816716217,                 0,    0.002578459108,     0.03670427625,   2.178799824e-06,                 0
          0,           0,          56,      -3.207501629,      -5.503116105,       -6.01421602,                 0,       -8.65661825,      -3.819735183,                 0,    0.002835054661,     0.04707491455,   2.309628037e-06,                 0
          0,           0,          57,      -3.207277025,      -5.504922083,      -6.017022681,                 0,       -8.65019568,      -3.822718777,                 0,    0.003104836496,     0.05672400863,   2.429473018e-06,                 0
          0,           0,          58,      -3.205675353,      -5.507029459,       -6.01945315,                 0,      -8.641646036,      -3.825727422,                 0,    0.003386908606,     0.06536763238,   2.530172337e-06,                 0
          0,           0,          59,      -3.202487368,       -5.50937854,      -6.021436671,                 0,      -8.630932519,      -3.828816084,                 0,    0.003680151957,     0.07281710464,   2.605595022e-06,                 0
          0,           0,          60,      -3.197658149,      -5.511906557,      -6.023002581,                 0,      -8.618234595,      -3.832030229,                 0,    0.003983222092,     0.07896637617,   2.651504716e-06,                 0
          0,           0,          61,      -3.191303228,      -5.514552377,      -6.024265233,                 0,      -8.603922231,      -3.835402958,                 0,     0.00429455284,     0.08377686226,    2.66531783e-06,                 0
          0,           0,          62,      -3.183692816,      -5.517260433,      -6.025392381,                 0,      -8.588496804,      -3.838953516,                 0,     0.00461236686,     0.08726200907,   2.645810398e-06,                 0
          0,           0,          63,      -3.175209422,       -5.51998331,      -6.026567801,                 0,      -8.572518208,      -3.842687168,                 0,    0.004934693267,     0.08947320383,   2.592816814e-06,                 0
          0,           0,          64,      -3.166291985,      -5.522682776,      -6.027957887,                 0,      -8.556537842,      -3.846596288,                 0,    0.005259392123,     0.09048796432,   2.506951149e-06,                 0
          0,           0,          65,       -3.15738097,      -5.525329456,      -6.029688243,                 0,      -8.541049742,      -3.850662404,                 0,    0.005584185133,      0.0904007613,   2.389369437e-06,                 0
          0,           0,          66,      -3.148874856,       -5.52790158,      -6.031832013,                 0,      -8.526462984,      -3.854858874,                 0,    0.005906691518,     0.08931638999,   2.241580755e-06,                 0
          0,           0,          67,      -3.141102242,      -5.530383388,      -6.034408395,                 0,      -8.513092129,      -3.859153853,                 0,    0.006224467728,     0.08734552451,   2.065306858e-06,                 0
          0,           0,          68,      -3.134308814,      -5.532763715,      -6.037388094,                 0,      -8.501159975,      -3.863513203,                 0,     0.00653504953,      0.0846019501,   1.862384788e-06,                 0
          0,           0,          69,      -3.128655757,      -5.535035065,      -6.040702214,                 0,      -8.490807115,      -3.867903134,                 0,    0.006835994917,     0.08120094018,   1.634703889e-06,                 0
          0,           0,          70,      -3.124225694,      -5.537193271,      -6.044251754,                 0,      -8.482104264,      -3.872292011,                 0,    0.007124926339,     0.07725829626,    1.38416775e-06,                 0
          0,           0,          71,      -3.121032856,      -5.539237613,      -6.047916093,                 0,      -8.475064919,      -3.876652119,                 0,    0.007399570879,     0.07288966277,    1.11267197e-06,                 0
          0,           0,          72,      -3.119035194,      -5.541171125,      -6.051560075,                 0,      -8.469657127,      -3.880960126,                 0,    0.007657797185,     0.06820984012,   8.220899551e-07,                 0
          0,           0,          73,      -3.118147039,      -5.543000822,      -6.055040338,                 0,      -8.465813931,      -3.885197279,                 0,    0.007897648206,     0.06333192794,   5.142606987e-07,                 0
          0,           0,          74,      -3.118251478,      -5.544737626,      -6.058211986,                 0,      -8.463442423,      -3.889349075,                 0,    0.008117369001,     0.05836622493,   1.909743295e-07,                 0
          0,           0,          75,      -3.119211911,      -5.546395881,       -6.06093661,                 0,       -8.46243146,      -3.893404633,                 0,    0.008315429177,     0.05341888614,  -1.460470276e-07,                 0
          0,           0,          76,      -3.120882302,      -5.547992463,      -6.063091959,                 0,       -8.46265804,       -3.89735596,                 0,    0.008490539695,     0.04859039284,  -4.951739848e-07,                 0
          0,           0,          77,       -3.12311558,      -5.549545588,      -6.064582629,                 0,      -8.463992217,      -3.901197249,                 0,    0.008641664037,     0.04397392455,  -8.548998613e-07,                 0
          0,           0,          78,       -3.12576962,      -5.551073453,      -6.065350185,                 0,       -8.46630034,      -3.904924309,                 0,     0.00876802387,     0.03965374121,  -1.223874554e-06,                 0
          0,           0,          79,      -3.128710253,      -5.552592844,      -6.065380675,                 0,      -8.469446294,      -3.908534197,                 0,    0.008869099489,     0.03570368883,  -1.600940276e-06,                 0
          0,           0,          80,      -3.131810968,      -5.554117835,      -6.064707676,                 0,      -8.473290496,      -3.912025044,                 0,    0.008944625422,     0.03218593636,  -1.985166707e-06,                 0
          0,           0,          81,       -3.13494933,      -5.555658648,      -6.063409869,                 0,      -8.477686487,       -3.91539604,                 0,    0.008994581672,     0.02915003857,  -2.375882915e-06,                 0
          0,           0,          82,      -3.138000579,       -5.55722072,      -6.061603346,                 0,      -8.482475257,      -3.918647524,                 0,    0.009019181087,     0.02663240113,  -2.772703441e-06,                 0
          0,           0,          83,      -3.140829429,      -5.558803986,      -6.059429972,                 0,      -8.487477765,      -3.921781111,                 0,    0.009018853406,     0.02465620113,  -3.175546167e-06,                 0
          0,           0,          84,      -3.143281537,      -5.560402382,      -6.057043808,                 0,      -8.492486657,      -3.924799784,                 0,    0.008994226537,     0.02323179189,  -3.584639948e-06,                 0
          0,           0,          85,      -3.145176546,      -5.562003573,      -6.054597676,                 0,      -8.497258684,      -3.927707903,                 0,    0.008946105622,     0.02235759521,  -4.000520491e-06,                 0
          0,           0,          86,       -3.14630481,      -5.563588892,       -6.05223155,                 0,      -8.501509986,      -3.930511113,                 0,    0.008875450479,     0.02202145954,  -4.424013547e-06,                 0
          0,           0,          87,      -3.146429887,      -5.565133511,      -6.050063788,                 0,      -8.504916871,      -3.933216127,                 0,    0.008783351987,     0.02220243961,  -4.856205085e-06,                 0
          0,           0,          88,      -3.145298378,       -5.56660685,      -6.048185594,                 0,      -8.507124806,      -3.935830418,                 0,    0.008671008001,     0.02287293276,   -5.29839878e-06,                 0
          0,           0,          89,      -3.142657613,      -5.567973245,      -6.046658566,                 0,       -8.50776768,      -3.938361831,                 0,    0.008539699373,     0.02400109062,  -5.752061762e-06,                 0
          0,           0,          90,      -3.138279914,      -5.569192888,      -6.045514941,                 0,      -8.506497456,      -3.940818167,                 0,     0.00839076665,      0.0255534122,   -6.21876015e-06,                 0
          0,           0,          91,      -3.131990039,      -5.570223049,      -6.044759979,                 0,      -8.503021327,      -3.943206781,                 0,    0.008225587986,     0.02749741596,  -6.700086419e-06,                 0
          0,           0,          92,      -3.123690645,      -5.571019576,      -6.044375967,                 0,      -8.497139927,      -3.945534223,                 0,    0.008045558764,     0.02980428433,  -7.197581094e-06,                 0
          0,           0,          93,       -3.11338001,      -5.571538653,      -6.044327307,                 0,      -8.488777888,       -3.94780597,                 0,    0.007852073371,     0.03245137442,  -7.712651571e-06,                 0
          0,           0,          94,      -3.101157668,      -5.571738761,      -6.044566221,                 0,      -8.477998533,      -3.950026267,                 0,    0.007646509461,     0.03542449256,  -8.246491141e-06,                 0
          0,           0,          95,      -3.087216526,      -5.571582758,      -6.045038589,                 0,      -8.464998417,      -3.952198084,                 0,    0.007430214986,     0.03871983822,  -8.800001368e-06,                 0
          0,           0,          96,      -3.071823605,      -5.571039965,      -6.045689457,                 0,      -8.450083306,      -3.954323188,                 0,    0.007204498098,     0.04234553379,  -9.373720995e-06,                 0
          0,           0,          97,      -3.055294081,      -5.570088134,      -6.046467749,                 0,      -8.433632206,      -3.956402334,                 0,    0.006970619969,     0.04632267056,  -9.967764404e-06,                 0
          0,           0,          98,      -3.037964118,      -5.568715122,       -6.04732978,                 0,      -8.416058216,      -3.958435518,                 0,    0.006729790398,     0.05068581783,  -1.058177245e-05,                 0
          0,           0,          99,      -3.020166989,      -5.566920157,      -6.048241254,                 0,       -8.39777378,      -3.960422298,                 0,    0.006483165991,      0.0554829601,  -1.121487805e-05,                 0
          0,           0,         100,      -3.002215088,      -5.564714568,      -6.049177618,                 0,      -8.379164769,      -3.962362126,                 0,    0.006231850595,     0.06077484744,  -1.186568859e-05,                 0
          0,           0,         101,      -2.984388543,      -5.562121904,       -6.05012283,                 0,      -8.360574545,      -3.964254668,                 0,    0.005976897555,     0.06663376457,  -1.253228641e-05,                 0
          0,           0,         102,      -2.966929696,      -5.559177458,      -6.051066829,                 0,      -8.342296787,      -3.966100078,                 0,    0.005719313353,     0.07314174565,  -1.321224832e-05,                 0
          0,           0,         103,      -2.950042099,        -5.5559272,      -6.052002176,                 0,      -8.324574807,      -3.967899209,                 0,    0.005460062116,     0.08038828209,  -1.390268407e-05,                 0
          0,           0,         104,      -2.933892514,      -5.552426269,      -6.052920486,                 0,      -8.307604952,       -3.96965375,                 0,    0.005200070504,     0.08846759091,  -1.460029322e-05,                 0
          0,           0,         105,      -2.918614605,      -5.548737118,      -6.053809283,                 0,      -8.291542138,      -3.971366273,                 0,    0.004940232491,     0.09747552862,  -1.530143902e-05,                 0
          0,           0,         106,      -2.904313366,      -5.544927492,      -6.054649885,                 0,      -8.276506102,      -3.973040217,                 0,    0.004681413617,      0.1075062518,   -1.60022372e-05,                 0
          0,           0,         107,       -2.89106962,      -5.541068367,      -6.055416814,                 0,      -8.262587521,      -3.974679798,                 0,    0.004424454341,      0.1186487375,   -1.66986569e-05,                 0
          0,           0,         108,      -2.878944218,      -5.537231988,      -6.056078972,                 0,      -8.249853521,      -3.976289889,                 0,    0.004170172197,      0.1309832852,  -1.738663057e-05,                 0
          0,           0,         109,      -2.867981738,      -5.533490094,       -6.05660261,                 0,      -8.238352389,      -3.977875864,                 0,    0.003919362554,      0.1445781278,  -1.806216882e-05,                 0
          0,           0,         110,      -2.858213636,      -5.529912383,      -6.056955799,                 0,      -8.228117472,      -3.979443435,                 0,    0.003672797846,      0.1594862774,  -1.872147628e-05,                 0
          0,           0,         111,      -2.849660835,      -5.526565242,      -6.057113821,                 0,      -8.219170293,      -3.980998503,                 0,    0.003431225247,      0.1757427284,  -1.936106405e-05,                 0
          0,           0,         112,      -2.842335829,      -5.523510734,      -6.057064691,                 0,      -8.211523016,      -3.982547019,                 0,    0.003195362816,      0.1933621301,  -1.997785437e-05,                 0
          0,           0,         113,      -2.836244342,       -5.52080581,      -6.056813888,                 0,      -8.205180352,      -3.984094872,                 0,    0.002965894227,      0.2123370283,  -2.056927329e-05,                 0
          0,           0,         114,      -2.831386638,      -5.518501704,      -6.056387436,                 0,      -8.200141012,      -3.985647792,                 0,    0.002743462252,      0.2326367547,  -2.113332743e-05,                 0
          0,           0,         115,      -2.827758531,      -5.516643466,      -6.055832703,                 0,      -8.196398817,      -3.987211291,                 0,    0.002528661213,      0.2542070257,   -2.16686612e-05,                 0
          0,           0,         116,      -2.825352169,      -5.515269577,      -6.055216622,                 0,       -8.19394353,      -3.988790598,                 0,    0.002322028652,      0.2769702822,   -2.21745918e-05,                 0
          0,           0,         117,      -2.824156638,      -5.514411613,      -6.054621464,                 0,      -8.192761495,      -3.990390627,                 0,    0.002124036505,      0.3008267803,  -2.265111972e-05,                 0
          0,           0,         118,      -2.824158448,       -5.51409391,       -6.05413864,                 0,      -8.192836129,      -3.992015938,                 0,    0.001935082077,      0.3256564129,  -2.309891344e-05,                 0
          0,           0,         119,      -2.825341924,      -5.514333215,      -6.053861251,                 0,      -8.194148323,      -3.993670706,                 0,    0.001755479119,      0.3513212146,  -2.351926798e-05,                 0
          0,           0,         120,      -2.827689558,      -5.515138299,      -6.053876183,                 0,      -8.196676783,      -3.995358691,                 0,    0.001585449318,      0.3776684782,  -2.391403784e-05,                 0
          0,           0,         121,      -2.831182344,      -5.516509533,      -6.054256482,                 0,       -8.20039834,      -3.997083204,                 0,    0.001425114485,      0.4045343835,  -2.428554581e-05,                 0
          0,           0,         122,      -2.835800113,      -5.518438426,      -6.055054601,                 0,      -8.205288249,       -3.99884708,                 0,    0.001274489737,      0.4317480228,  -2.463647009e-05,                 0
          0,           0,         123,      -2.841521906,      -5.520907154,      -6.056296905,                 0,      -8.211320474,      -4.000652645,                 0,    0.001133477915,      0.4591356854,  -2.496971307e-05,                 0
          0,           0,         124,      -2.848326367,      -5.523888095,      -6.057979699,                 0,      -8.218467946,      -4.002501693,                 0,    0.001001865485,      0.4865252568,  -2.528825572e-05,                 0
          0,           0,         125,      -2.856192162,      -5.527343424,      -6.060066892,                 0,      -8.226702769,      -4.004395474,                 0,    0.000879320109,      0.5137505766,  -2.559500232e-05,                 0
          0,           0,         126,      -2.865098376,      -5.531224805,       -6.06248936,                 0,      -8.235996283,      -4.006334687,                 0,   0.0007653900527,      0.5406556023,  -2.589262061e-05,                 0
          0,           0,         127,      -2.875024836,       -5.53547325,      -6.065146064,                 0,      -8.246318888,      -4.008319493,                 0,   0.0006595055531,      0.5670982284,  -2.618338283e-05,                 0
          0,           0,         128,      -2.885952226,      -5.540019199,      -6.067906901,                 0,      -8.257639459,      -4.010349537,                 0,   0.0005609822163,      0.5929536229,  -2.646901308e-05,                 0
          0,           0,         129,      -2.897861821,      -5.544782894,      -6.070617293,                 0,      -8.269924084,      -4.012423998,                 0,   0.0004690264784,       0.618116957,  -2.675054644e-05,                 0
          0,           0,         130,      -2.910734567,      -5.549675095,       -6.07310437,                 0,      -8.283133795,      -4.014541645,                 0,   0.0003827431141,      0.6425054279,  -2.702820498e-05,                 0
          0,           0,         131,      -2.924549097,      -5.554598203,      -6.075184538,                 0,      -8.297220782,       -4.01670091,                 0,   0.0003011447248,      0.6660594972,  -2.730129518e-05,                 0
          0,           0,         132,      -2.939278115,      -5.559447788,      -6.076672032,                 0,      -8.312122457,      -4.018899978,                 0,   0.0002231630993,       0.688743296,  -2.756813089e-05,                 0
          0,           0,         133,       -2.95488235,      -5.564114524,      -6.077387954,                 0,       -8.32775251,      -4.021136869,                 0,   0.0001476622931,      0.7105441794,  -2.782598483e-05,                 0
          0,           0,         134,      -2.971301008,      -5.568486495,      -6.077169164,                 0,      -8.343987978,      -4.023409538,                 0,   7.345323381e-05,      0.7314714428,  -2.807107103e-05,                 0
          0,           0,         135,       -2.98843731,      -5.572451754,      -6.075876441,                 0,      -8.360651234,      -4.025715951,                 0,   -6.90374061e-07,      0.7515542434,  -2.829855936e-05,                 0
          0,           0,         136,      -3.006137475,       -5.57590104,       -6.07340137,                 0,      -8.377486105,      -4.028054162,                 0,  -7.601509978e-05,      0.7708388009,  -2.850262256e-05,                 0
          0,           0,         137,      -3.024161485,      -5.578730501,      -6.069671601,                 0,      -8.394128297,      -4.030422364,                 0,  -0.0001537700718,      0.7893849764,  -2.867651469e-05,                 0
          0,           0,         138,        -3.0421448,      -5.580844261,      -6.064654275,                 0,       -8.41007263,      -4.032818917,                 0,  -0.0002351887913,       0.807262351,   -2.88126795e-05,                 0
          0,           0,         139,      -3.059552796,       -5.58215673,      -6.058357564,                 0,      -8.424644077,      -4.035242353,                 0,  -0.0003214707782,      0.8245459477,   -2.89028856e-05,                 0
          0,           0,         140,      -3.075635524,      -5.582594552,      -6.050830332,                 0,      -8.436986463,      -4.037691352,                 0,  -0.0004137633549,       0.841311747,  -2.893838508e-05,                 0
          0,           0,         141,        -3.0894007,      -5.582098156,      -6.042160009,                 0,      -8.446090037,      -4.040164684,                 0,  -0.0005131438692,      0.8576321602,  -2.891009113e-05,                 0
          0,           0,         142,      -3.099635973,      -5.580622929,      -6.032468749,                 0,      -8.450880735,      -4.042661135,                 0,  -0.0006206026499,      0.8735716199,  -2.880876972e-05,                 0
          0,           0,         143,      -3.105018333,      -5.578140052,       -6.02190808,                 0,      -8.450379595,       -4.04517941,                 0,   -0.000737026969,      0.8891824481,  -2.862524012e-05,                 0
          0,           0,         144,      -3.104330325,      -5.574637055,      -6.010652309,                 0,      -8.443904852,      -4.047718015,                 0,  -0.0008631862694,      0.9045011461,  -2.835057866e-05,                 0
          0,           0,         145,      -3.096745352,      -5.570118141,      -5.998891121,                 0,      -8.431246978,      -4.050275142,                 0,  -0.0009997188876,      0.9195452382,  -2.797632042e-05,                 0
          0,           0,         146,      -3.082071598,      -5.564604296,      -5.986821868,                 0,      -8.412736031,      -4.052848549,                 0,   -0.001147120478,      0.9343107803,   -2.74946531e-05,                 0
          0,           0,         147,      -3.060826725,      -5.558133141,      -5.974642089,                 0,      -8.389166107,      -4.055435446,                 0,   -0.001305734315,      0.9487706188,  -2.689859844e-05,                 0
          0,           0,         148,      -3.034099012,      -5.550758496,      -5.962542758,                 0,      -8.361615416,      -4.058032402,                 0,   -0.001475743612,      0.9628734585,   -2.61821764e-05,                 0
          0,           0,         149,      -3.003274188,      -5.542549574,      -5.950702608,                 0,      -8.331243379,      -4.060635274,                 0,   -0.001657165979,      0.9765437716,  -2.534054811e-05,                 0
          0,           0,         150,      -2.969760808,      -5.533589754,      -5.939283739,                 0,      -8.299132905,      -4.063239162,                 0,   -0.001849850087,      0.9896825463,   -2.43701347e-05,                 0
          0,           0,         151,      -2.934804537,       -5.52397494,      -5.928428574,                 0,       -8.26620322,      -4.065838392,                 0,   -0.002053474595,       1.002168849,  -2.326870915e-05,                 0
          0,           0,         152,      -2.899407636,      -5.513811524,      -5.918258065,                 0,      -8.233183681,      -4.068426542,                 0,   -0.002267549357,       1.013862146,  -2.203546012e-05,                 0
          0,           0,         153,      -2.864324594,      -5.503214052,      -5.908871007,                 0,      -8.200625557,      -4.070996491,                 0,   -0.002491418877,       1.024605296,  -2.067102658e-05,                 0
