"Time_Iter","Outer_Iter","Inner_Iter",   "rms[A_Rho]"   ,   "rms[A_RhoU]"  ,   "rms[A_RhoV]"  ,   "rms[A_RhoW]"  ,    "rms[A_E]"    ,    "rms[A_nu]"   ,    "Sens_Geo"    ,    "Sens_AoA"    ,    "Sens_Mach"   ,   "Sens_Press"   ,    "Sens_Temp"   
          0,           0,          35,      -2.307463761,      -4.668880139,      -4.922163144,                 0,      -7.871004998,      -3.400948359,                 0,    0.003193498533,      -1.278715135,   2.002916489e-05,                 0
          0,           0,          36,       -2.29182076,      -4.654450987,      -4.919682566,                 0,      -7.865121287,      -3.397998328,                 0,    0.003992673244,       -1.22661117,   2.203427456e-05,                 0
          0,           0,          37,      -2.276657462,       -4.64056354,      -4.916801904,                 0,      -7.859619429,      -3.395963638,                 0,    0.004929027755,      -1.190446464,   2.372083005e-05,                 0
          0,           0,          38,      -2.261975785,      -4.627206595,      -4.913406902,                 0,      -7.854452199,      -3.394718744,                 0,    0.006015033092,      -1.172464928,   2.501093702e-05,                 0
          0,           0,          39,      -2.247765094,      -4.614359018,      -4.909487278,                 0,      -7.849546751,       -3.39409909,                 0,    0.007263549702,      -1.173604134,   2.585345176e-05,                 0
          0,           0,          40,      -2.234012876,      -4.602002712,      -4.905113925,                 0,      -7.844801572,      -3.393904382,                 0,    0.008688011727,      -1.193381275,   2.622887626e-05,                 0
          0,           0,          41,      -2.220709437,      -4.590129726,      -4.900403579,                 0,       -7.84008443,      -3.393907217,                 0,     0.01030258635,      -1.229940217,   2.615075275e-05,                 0
          0,           0,          42,      -2.207847508,      -4.578743728,      -4.895481567,                 0,      -7.835233437,      -3.393867247,                 0,     0.01212227076,      -1.280252523,   2.566341914e-05,                 0
          0,           0,          43,      -2.195418722,      -4.567857372,        -4.8904529,                 0,      -7.830061191,      -3.393550125,                 0,     0.01416289693,      -1.340442705,    2.48365178e-05,                 0
          0,           0,          44,      -2.183409215,      -4.557487764,      -4.885387932,                 0,      -7.824360204,      -3.392749262,                 0,     0.01644102606,      -1.406190759,   2.375710004e-05,                 0
          0,           0,          45,      -2.171796116,      -4.547652067,      -4.880323155,                 0,      -7.817907512,      -3.391307174,                 0,     0.01897372821,      -1.473156316,   2.252046267e-05,                 0
          0,           0,          46,      -2.160545885,      -4.538364646,      -4.875272945,                 0,       -7.81046778,      -3.389132428,                 0,     0.02177825606,      -1.537369298,   2.122095044e-05,                 0
          0,           0,          47,      -2.149614631,      -4.529636243,      -4.870245664,                 0,      -7.801796511,      -3.386208576,                 0,     0.02487163221,      -1.595541273,    1.99438568e-05,                 0
          0,           0,          48,      -2.138949958,       -4.52147494,      -4.865257833,                 0,      -7.791646864,      -3.382592949,                 0,     0.02827017612,      -1.645267206,   1.875929087e-05,                 0
          0,           0,          49,      -2.128493728,      -4.513888206,      -4.860342426,                 0,      -7.779783593,      -3.378405516,                 0,       0.031988999,       -1.68510591,   1.771851114e-05,                 0
          0,           0,          50,      -2.118185147,      -4.506885238,      -4.855550415,                 0,      -7.766005242,      -3.373810259,                 0,      0.0360414932,      -1.714545662,   1.685282892e-05,                 0
          0,           0,          51,      -2.107963825,       -4.50047891,      -4.850947206,                 0,      -7.750171735,      -3.368992864,                 0,     0.04043883761,      -1.733876213,   1.617482569e-05,                 0
          0,           0,          52,       -2.09777264,      -4.494686947,       -4.84660681,                 0,      -7.732230713,      -3.364138715,                 0,     0.04518953433,      -1.743997924,   1.568136007e-05,                 0
          0,           0,          53,      -2.087560393,      -4.489532148,      -4.842606348,                 0,      -7.712234764,      -3.359414273,                 0,     0.05029898572,      -1.746202132,   1.535769133e-05,                 0
          0,           0,          54,      -2.077284253,      -4.485041717,      -4.839022449,                 0,      -7.690343852,      -3.354953638,                 0,     0.05576911556,       -1.74195468,    1.51820201e-05,                 0
          0,           0,          55,      -2.066911988,      -4.481245869,      -4.835929868,                 0,      -7.666812055,      -3.350850808,                 0,      0.0615980354,       -1.73270804,   1.512982621e-05,                 0
          0,           0,          56,       -2.05642389,      -4.478175922,      -4.833401808,                 0,       -7.64196261,      -3.347157247,                 0,     0.06777975602,      -1.719758582,   1.517753438e-05,                 0
          0,           0,          57,      -2.045814285,      -4.475862121,      -4.831511046,                 0,      -7.616157954,      -3.343883913,                 0,      0.0743039453,      -1.704156045,   1.530522514e-05,                 0
          0,           0,          58,      -2.035092496,      -4.474331359,      -4.830330985,                 0,      -7.589771231,      -3.341006666,                 0,     0.08115573615,      -1.686663844,   1.549829273e-05,                 0
          0,           0,          59,      -2.024283108,      -4.473604957,      -4.829936041,                 0,      -7.563163534,      -3.338474033,                 0,     0.08831559082,       -1.66776253,   1.574810793e-05,                 0
          0,           0,          60,      -2.013425493,      -4.473696572,      -4.830400999,                 0,       -7.53666841,      -3.336216277,                 0,     0.09575923092,         -1.647685,   1.605185412e-05,                 0
          0,           0,          61,      -2.002572563,      -4.474610246,      -4.831799299,                 0,      -7.510583169,      -3.334154817,                 0,      0.1034576434,      -1.626470847,    1.64117645e-05,                 0
          0,           0,          62,      -1.991788846,      -4.476338575,       -4.83420033,                 0,      -7.485165486,      -3.332211091,                 0,      0.1113771735,      -1.604028163,   1.683400169e-05,                 0
          0,           0,          63,      -1.981148047,      -4.478860937,      -4.837665941,                 0,       -7.46063363,      -3.330314036,                 0,       0.119479713,      -1.580193362,   1.732739761e-05,                 0
          0,           0,          64,      -1.970730306,      -4.482141749,      -4.842246417,                 0,      -7.437168901,      -3.328405582,                 0,      0.1277229923,      -1.554782552,   1.790222609e-05,                 0
          0,           0,          65,      -1.960619439,      -4.486128777,      -4.847976137,                 0,      -7.414919285,      -3.326443788,                 0,      0.1360609754,      -1.527631003,   1.856912507e-05,                 0
          0,           0,          66,      -1.950900381,      -4.490751584,      -4.854869093,                 0,      -7.394003642,      -3.324403616,                 0,      0.1444443594,       -1.49861983,   1.933823092e-05,                 0
          0,           0,          67,      -1.941657064,      -4.495920364,      -4.862914374,                 0,      -7.374516059,      -3.322275632,                 0,      0.1528211693,      -1.467690938,   2.021854177e-05,                 0
          0,           0,          68,      -1.932970852,      -4.501525465,      -4.872071659,                 0,        -7.3565301,       -3.32006319,                 0,      0.1611374369,      -1.434852448,   2.121749288e-05,                 0
          0,           0,          69,      -1.924919603,      -4.507438053,      -4.882266802,                 0,      -7.340102844,      -3.317778802,                 0,      0.1693379499,      -1.400177345,   2.234070677e-05,                 0
          0,           0,          70,      -1.917577333,      -4.513512403,      -4.893387624,                 0,      -7.325278616,      -3.315440345,                 0,      0.1773670511,      -1.363798049,    2.35918716e-05,                 0
          0,           0,          71,      -1.911014405,      -4.519590247,       -4.90528029,                 0,       -7.31209238,      -3.313067675,                 0,      0.1851694684,      -1.325899252,   2.497270127e-05,                 0
          0,           0,          72,      -1.905298122,       -4.52550746,        -4.9177469,                 0,      -7.300572781,      -3.310679988,                 0,      0.1926911521,      -1.286710785,    2.64829366e-05,                 0
          0,           0,          73,       -1.90049357,      -4.531103033,      -4.930545317,                 0,      -7.290744834,      -3.308294079,                 0,      0.1998800997,      -1.246501714,   2.812035613e-05,                 0
          0,           0,          74,      -1.896664588,      -4.536229806,      -4.943392629,                 0,      -7.282632286,      -3.305923458,                 0,      0.2066871442,      -1.205576255,   2.988077535e-05,                 0
          0,           0,          75,        -1.8938747,      -4.540765935,      -4.955973759,                 0,      -7.276259659,      -3.303578156,                 0,      0.2130666878,      -1.164271665,   3.175802327e-05,                 0
          0,           0,          76,      -1.892187917,      -4.544625621,       -4.96795648,                 0,      -7.271654007,      -3.301264995,                 0,      0.2189773622,      -1.122957901,   3.374389379e-05,                 0
          0,           0,          77,      -1.891669301,      -4.547767438,      -4.979013152,                 0,      -7.268846389,      -3.298988091,                 0,      0.2243825997,       -1.08203858,   3.582807663e-05,                 0
          0,           0,          78,      -1.892385204,      -4.550198827,      -4.988847808,                 0,       -7.26787308,      -3.296749408,                 0,      0.2292511042,      -1.041952631,    3.79980779e-05,                 0
          0,           0,          79,      -1.894403131,      -4.551975891,      -4.997225138,                 0,      -7.268776493,      -3.294549211,                 0,      0.2335572112,      -1.003175955,   4.023914426e-05,                 0
          0,           0,          80,      -1.897791124,      -4.553198483,      -5.003996173,                 0,      -7.271605805,      -3.292386392,                 0,      0.2372811328,     -0.9662223902,   4.253420658e-05,                 0
          0,           0,          81,      -1.902616594,      -4.554001432,      -5.009115046,                 0,      -7.276417193,      -3.290258633,                 0,      0.2404090849,     -0.9316433222,   4.486386016e-05,                 0
          0,           0,          82,      -1.908944448,      -4.554543311,      -5.012642755,                 0,      -7.283273582,      -3.288162484,                 0,      0.2429332981,     -0.9000253497,   4.720639791e-05,                 0
          0,           0,          83,       -1.91683431,      -4.554994383,      -5.014736977,                 0,      -7.292243684,      -3.286093385,                 0,      0.2448519173,     -0.8719855311,   4.953791156e-05,                 0
          0,           0,          84,      -1.926336545,      -4.555525167,      -5.015630581,                 0,      -7.303399988,      -3.284045719,                 0,      0.2461687979,     -0.8481638741,   5.183247314e-05,                 0
          0,           0,          85,      -1.937486644,      -4.556296633,      -5.015603949,                 0,      -7.316815144,      -3.282012934,                 0,      0.2468932092,     -0.8292128911,   5.406240606e-05,                 0
          0,           0,          86,      -1.950297389,      -4.557452571,      -5.014956769,                 0,      -7.332555855,      -3.279987754,                 0,      0.2470394583,     -0.8157842154,   5.619865067e-05,                 0
          0,           0,          87,      -1.964748029,      -4.559114184,       -5.01398382,                 0,      -7.350672873,      -3.277962484,                 0,      0.2466264488,     -0.8085124565,     5.8211225e-05,                 0
          0,           0,          88,      -1.980769557,      -4.561376718,      -5.012957205,                 0,      -7.371184941,      -3.275929393,                 0,      0.2456771905,     -0.8079966517,    6.00697766e-05,                 0
          0,           0,          89,      -1.998225157,      -4.564307749,      -5.012115511,                 0,      -7.394053442,      -3.273881115,                 0,      0.2442182765,     -0.8147798399,   6.174421638e-05,                 0
          0,           0,          90,      -2.016885296,      -4.567946741,      -5.011659017,                 0,      -7.419143198,      -3.271811049,                 0,      0.2422793444,     -0.8293274336,   6.320542123e-05,                 0
          0,           0,          91,      -2.036398087,      -4.572305551,      -5.011749427,                 0,      -7.446163753,      -3.269713701,                 0,      0.2398925368,     -0.8520051886,   6.442598745e-05,                 0
          0,           0,          92,      -2.056258239,      -4.577369643,      -5.012512505,                 0,      -7.474586026,      -3.267584943,                 0,      0.2370919758,     -0.8830576607,   6.538101367e-05,                 0
          0,           0,          93,      -2.075782666,      -4.583099899,      -5.014042244,                 0,      -7.503535255,      -3.265422165,                 0,      0.2339132634,     -0.9225880915,   6.604888886e-05,                 0
          0,           0,          94,      -2.094107647,      -4.589434999,      -5.016405531,                 0,      -7.531679692,      -3.263224304,                 0,      0.2303930189,      -0.970540677,   6.641205887e-05,                 0
          0,           0,          95,      -2.110228656,      -4.596294433,      -5.019646622,                 0,       -7.55717333,      -3.260991779,                 0,        0.22656846,      -1.026686139,   6.645774382e-05,                 0
          0,           0,          96,      -2.123102763,      -4.603582215,      -5.023791021,                 0,      -7.577762695,      -3.258726323,                 0,      0.2224770334,      -1.090611452,   6.617857844e-05,                 0
          0,           0,          97,       -2.13181529,       -4.61119138,      -5.028848594,                 0,      -7.591176755,      -3.256430749,                 0,      0.2181560959,      -1.161714453,   6.557314844e-05,                 0
          0,           0,          98,      -2.135775315,      -4.619009257,      -5.034815859,                 0,      -7.595782994,      -3.254108676,                 0,      0.2136426477,      -1.239203933,   6.464639773e-05,                 0
          0,           0,          99,      -2.134868274,      -4.626923408,      -5.041677551,                 0,      -7.591213561,      -3.251764235,                 0,      0.2089731131,      -1.322105604,   6.340988469e-05,                 0
          0,           0,         100,      -2.129494298,      -4.634827957,      -5.049407589,                 0,      -7.578532049,      -3.249401786,                 0,      0.2041831668,      -1.409274143,   6.188186917e-05,                 0
          0,           0,         101,      -2.120472693,      -4.642629874,       -5.05796964,                 0,      -7.559809608,      -3.247025667,                 0,      0.1993075973,      -1.499411303,   6.008721693e-05,                 0
          0,           0,         102,      -2.108860387,      -4.650254677,      -5.067317503,                 0,      -7.537431118,      -3.244639978,                 0,      0.1943802028,      -1.591089831,   5.805711392e-05,                 0
          0,           0,         103,      -2.095762401,      -4.657650934,       -5.07739553,                 0,      -7.513543749,      -3.242248418,                 0,      0.1894337112,      -1.682782709,   5.582858822e-05,                 0
          0,           0,         104,      -2.082192238,      -4.664793033,       -5.08813932,                 0,      -7.489808659,      -3.239854177,                 0,       0.184499718,      -1.772897036,   5.344384444e-05,                 0
          0,           0,         105,      -2.068999342,      -4.671681874,      -5.099476856,                 0,      -7.467386418,      -3.237459874,                 0,      0.1796086344,      -1.859811638,    5.09494215e-05,                 0
          0,           0,         106,      -2.056851232,       -4.67834336,      -5.111330235,                 0,      -7.447029733,      -3.235067537,                 0,      0.1747896401,      -1.941917335,   4.839519083e-05,                 0
          0,           0,         107,      -2.046248304,      -4.684824899,      -5.123618001,                 0,      -7.429196963,      -3.232678621,                 0,      0.1700706367,      -2.017658672,    4.58332184e-05,                 0
          0,           0,         108,       -2.03755251,      -4.691190335,      -5.136257995,                 0,      -7.414148837,      -3.230294047,                 0,       0.165478196,      -2.085575786,   4.331651887e-05,                 0
          0,           0,         109,      -2.031018206,      -4.697513891,      -5.149170439,                 0,      -7.402019602,      -3.227914263,                 0,      0.1610375024,      -2.144345086,   4.089773493e-05,                 0
          0,           0,         110,      -2.026819435,      -4.703873762,      -5.162280815,                 0,      -7.392865472,      -3.225539308,                 0,      0.1567722874,      -2.192817356,   3.862777808e-05,                 0
          0,           0,         111,      -2.025071674,      -4.710345904,      -5.175521932,                 0,      -7.386696074,      -3.223168883,                 0,      0.1527047556,      -2.230052003,   3.655446977e-05,                 0
          0,           0,         112,      -2.025847945,      -4.716998444,      -5.188834462,                 0,      -7.383494045,      -3.220802422,                 0,      0.1488555035,      -2.255346242,   3.472122256e-05,                 0
          0,           0,         113,      -2.029189917,      -4.723886981,      -5.202165253,                 0,      -7.383226577,      -3.218439162,                 0,      0.1452434321,      -2.268258132,   3.316580087e-05,                 0
          0,           0,         114,      -2.035114677,      -4.731050885,      -5.215462809,                 0,      -7.385851433,      -3.216078211,                 0,      0.1418856558,       -2.26862263,   3.191919914e-05,                 0
          0,           0,         115,      -2.043617712,       -4.73851061,      -5.228669639,                 0,      -7.391318928,      -3.213718611,                 0,        0.13879741,      -2.256559968,   3.100467235e-05,                 0
          0,           0,         116,       -2.05467229,      -4.746265951,      -5.241711544,                 0,      -7.399570604,      -3.211359405,                 0,      0.1359919602,      -2.232475985,    3.04369498e-05,                 0
          0,           0,         117,       -2.06822509,      -4.754295172,      -5.254484517,                 0,      -7.410534778,      -3.208999692,                 0,      0.1334805157,      -2.197054251,    3.02216576e-05,                 0
          0,           0,         118,      -2.084187563,      -4.762554945,      -5.266840622,                 0,      -7.424118595,      -3.206638683,                 0,      0.1312721505,      -2.151240131,    3.03549695e-05,                 0
          0,           0,         119,      -2.102422138,      -4.770981059,      -5.278575203,                 0,      -7.440195863,      -3.204275748,                 0,      0.1293737347,      -2.096217194,   3.082349869e-05,                 0
          0,           0,         120,      -2.122722217,      -4.779489932,      -5.289418789,                 0,      -7.458589552,      -3.201910447,                 0,      0.1277898781,      -2.033376634,   3.160443619e-05,                 0
          0,           0,         121,      -2.144785053,      -4.787980986,      -5.299038073,                 0,       -7.47904776,      -3.199542561,                 0,      0.1265228895,      -1.964280591,   3.266593379e-05,                 0
          0,           0,         122,      -2.168177746,      -4.796339971,      -5.307050633,                 0,      -7.501212383,      -3.197172094,                 0,      0.1255727528,      -1.890620499,   3.396772247e-05,                 0
          0,           0,         123,      -2.192299408,      -4.804443319,      -5.313056801,                 0,      -7.524581371,      -3.194799268,                 0,      0.1249371224,        -1.8141717,   3.546195009e-05,                 0
          0,           0,         124,      -2.216348277,      -4.812163545,      -5.316688257,                 0,      -7.548469376,      -3.192424509,                 0,      0.1246113381,      -1.736745734,   3.709421568e-05,                 0
          0,           0,         125,      -2.239311422,      -4.819375591,      -5.317666847,                 0,      -7.571978782,       -3.19004841,                 0,      0.1245884626,      -1.660141755,    3.88047723e-05,                 0
          0,           0,         126,      -2.260004022,      -4.825963872,      -5.315860566,                 0,      -7.594003253,      -3.187671699,                 0,      0.1248593401,      -1.586098539,   4.052986551e-05,                 0
          0,           0,         127,       -2.27718605,      -4.831829553,      -5.311320756,                 0,       -7.61329409,      -3.185295197,                 0,      0.1254126786,      -1.516248537,   4.220317116e-05,                 0
          0,           0,         128,      -2.289762501,      -4.836897448,      -5.304288368,                 0,      -7.628613776,      -3.182919777,                 0,      0.1262351542,      -1.452075326,   4.375729383e-05,                 0
          0,           0,         129,      -2.297023805,      -4.841121786,      -5.295167109,                 0,      -7.638966913,      -3.180546334,                 0,      0.1273115387,      -1.394875686,   4.512528623e-05,                 0
          0,           0,         130,      -2.298832108,      -4.844490148,        -5.2844724,                 0,      -7.643840613,      -3.178175761,                 0,      0.1286248484,      -1.345727369,   4.624215009e-05,                 0
          0,           0,         131,      -2.295659333,      -4.847024984,      -5.272771378,                 0,       -7.64334664,      -3.175808929,                 0,      0.1301565149,      -1.305463414,   4.704628034e-05,                 0
          0,           0,         132,      -2.288455766,      -4.848782462,      -5.260628421,                 0,      -7.638188781,      -3.173446688,                 0,      0.1318865754,      -1.274653637,   4.748081728e-05,                 0
          0,           0,         133,      -2.278418884,      -4.849848702,      -5.248565013,                 0,      -7.629473379,      -3.171089869,                 0,      0.1337938806,      -1.253593703,   4.749487457e-05,                 0
          0,           0,         134,      -2.266765649,      -4.850333854,      -5.237036229,                 0,      -7.618459866,      -3.168739302,                 0,      0.1358563199,      -1.242301889,    4.70446156e-05,                 0
          0,           0,         135,      -2.254576401,       -4.85036466,      -5.226421574,                 0,      -7.606350938,      -3.166395832,                 0,      0.1380510593,      -1.240523473,   4.609415565e-05,                 0
          0,           0,         136,      -2.242722761,      -4.850076293,      -5.217025929,                 0,      -7.594169036,      -3.164060343,                 0,      0.1403547912,      -1.247742369,   4.461627288e-05,                 0
          0,           0,         137,      -2.231857468,      -4.849604218,      -5.209086417,                 0,      -7.582713199,      -3.161733775,                 0,      0.1427439919,      -1.263199485,    4.25929168e-05,                 0
          0,           0,         138,      -2.222436796,      -4.849076656,       -5.20278189,                 0,      -7.572567094,      -3.159417147,                 0,      0.1451951837,      -1.285917041,   4.001550894e-05,                 0
          0,           0,         139,      -2.214753383,      -4.848608075,      -5.198242895,                 0,      -7.564129728,      -3.157111565,                 0,      0.1476851993,      -1.314727955,   3.688503581e-05,                 0
          0,           0,         140,      -2.208967038,      -4.848293918,      -5.195560885,                 0,       -7.55765019,      -3.154818229,                 0,      0.1501914425,      -1.348309286,   3.321193992e-05,                 0
          0,           0,         141,      -2.205128265,      -4.848206655,      -5.194796078,                 0,      -7.553257109,      -3.152538426,                 0,      0.1526921436,      -1.385218623,   2.901581911e-05,                 0
          0,           0,         142,      -2.203193391,      -4.848393153,      -5.195983788,                 0,      -7.550979493,      -3.150273525,                 0,      0.1551666046,      -1.423932293,   2.432494924e-05,                 0
          0,           0,         143,      -2.203032216,      -4.848873332,      -5.199139195,                 0,      -7.550758724,      -3.148024957,                 0,      0.1575954307,      -1.462884249,   1.917564842e-05,                 0
          0,           0,         144,      -2.204430131,      -4.849640119,      -5.204260638,                 0,        -7.5524529,      -3.145794188,                 0,      0.1599607437,      -1.500504535,   1.361150395e-05,                 0
          0,           0,         145,      -2.207087467,      -4.850660702,      -5.211331501,                 0,       -7.55583543,      -3.143582698,                 0,      0.1622463753,      -1.535256299,   7.682485334e-06,                 0
          0,           0,         146,      -2.210619734,      -4.851879176,      -5.220320728,                 0,      -7.560590534,      -3.141391946,                 0,      0.1644380348,      -1.565670431,   1.443967673e-06,                 0
          0,           0,         147,      -2.214563456,      -4.853220633,      -5.231181966,                 0,      -7.566309389,      -3.139223344,                 0,      0.1665234509,      -1.590377014,  -5.044309606e-06,                 0
          0,           0,         148,      -2.218393053,      -4.854596718,      -5.243851273,                 0,      -7.572492062,      -3.137078223,                 0,      0.1684924823,      -1.608132937,    -1.1719324e-05,                 0
          0,           0,         149,      -2.221553617,      -4.855912528,      -5.258243309,                 0,      -7.578561754,      -3.134957809,                 0,      0.1703371976,      -1.617845153,  -1.851586742e-05,                 0
          0,           0,         150,      -2.223511449,      -4.857074557,      -5.274245943,                 0,      -7.583897854,      -3.132863197,                 0,      0.1720519208,      -1.618589251,   -2.53676376e-05,                 0
          0,           0,         151,      -2.223818118,      -4.857999141,      -5.291713284,                 0,      -7.587891395,      -3.130795331,                 0,      0.1736332426,      -1.609623137,  -3.220830298e-05,                 0
          0,           0,         152,      -2.222176177,      -4.858620645,      -5.310457372,                 0,      -7.590019354,      -3.128754992,                 0,      0.1750799971,      -1.590395815,  -3.897252291e-05,                 0
          0,           0,         153,       -2.21848927,      -4.858898513,      -5.330239151,                 0,        -7.5899242,      -3.126742781,                 0,      0.1763932039,      -1.560551355,  -4.559690734e-05,                 0
          0,           0,         154,      -2.212880894,      -4.858822294,       -5.35076001,                 0,       -7.58747703,      -3.124759116,                 0,      0.1775759758,      -1.519928306,  -5.202090304e-05,                 0
          0,           0,         155,      -2.205675463,      -4.858413992,      -5.371656115,                 0,      -7.582803247,      -3.122804232,                 0,      0.1786333952,      -1.468554885,  -5.818759564e-05,                 0
